id,title,description,difficulty_level,created_at,updated_at,examples,constraints,test_cases
399,Minimum Window Subarray Sum,"Given an array of positive integers `nums` and a positive integer `target`, find the minimum length of a contiguous subarray whose sum is greater than or equal to `target`. If there is no such subarray, return 0.",Hard,2025-03-16T20:53:14.494153+00:00,2025-03-16T20:53:14.494153+00:00,"[{""input"": {""nums"": [2, 3, 1, 2, 4, 3], ""target"": 7}, ""output"": 2}, {""input"": {""nums"": [1, 4, 4], ""target"": 4}, ""output"": 1}]","[""1 \u2264 target \u2264 10^9"", ""1 \u2264 nums[i] \u2264 100"", ""1 \u2264 nums.length \u2264 10^5""]","[{""input"": {""nums"": [2, 3, 1, 2, 4, 3], ""target"": 7}, ""expected_output"": 2}, {""input"": {""nums"": [1, 4, 4], ""target"": 4}, ""expected_output"": 1}, {""input"": {""nums"": [1, 1, 1, 1, 1], ""target"": 15}, ""expected_output"": 0}, {""input"": {""nums"": [5, 1, 3, 5, 10, 7, 4, 9, 2, 8], ""target"": 15}, ""expected_output"": 2}, {""input"": {""nums"": [1, 2, 3, 4, 5], ""target"": 11}, ""expected_output"": 3}]"
407,Is AVL Balanced,"Given the root of a binary tree, determine if it is height-balanced. A height-balanced binary tree is defined as a binary tree in which the height difference between the left and right subtrees of every node is no more than 1.",Easy,2025-03-16T20:56:12.631991+00:00,2025-03-16T20:56:12.631991+00:00,"[{""input"": {""root"": {""val"": 3, ""left"": {""val"": 9, ""left"": null, ""right"": null}, ""right"": {""val"": 20, ""left"": {""val"": 15, ""left"": null, ""right"": null}, ""right"": {""val"": 7, ""left"": null, ""right"": null}}}}, ""output"": 1}, {""input"": {""root"": {""val"": 1, ""left"": {""val"": 2, ""left"": {""val"": 3, ""left"": {""val"": 4, ""left"": null, ""right"": null}, ""right"": null}, ""right"": null}, ""right"": {""val"": 2, ""left"": null, ""right"": null}}}, ""output"": 0}]","[""-10^4 <= Node.val <= 10^4"", ""The number of nodes in the tree is in the range [0, 5000].""]","[{""input"": {""root"": null}, ""expected_output"": 1}, {""input"": {""root"": {""val"": 1, ""left"": null, ""right"": null}}, ""expected_output"": 1}, {""input"": {""root"": {""val"": 1, ""left"": {""val"": 2, ""left"": null, ""right"": null}, ""right"": null}}, ""expected_output"": 1}, {""input"": {""root"": {""val"": 1, ""left"": {""val"": 2, ""left"": {""val"": 3, ""left"": null, ""right"": null}, ""right"": null}, ""right"": null}}, ""expected_output"": 0}, {""input"": {""root"": {""val"": 1, ""left"": null, ""right"": {""val"": 2, ""left"": {""val"": 3, ""left"": null, ""right"": null}, ""right"": null}}}, ""expected_output"": 0}]"
408,StartsWith,"Given two strings, text and prefix, return 1 if the string text starts with the string prefix, otherwise return 0.",Easy,2025-03-16T20:56:29.010666+00:00,2025-03-16T20:56:29.010666+00:00,"[{""input"": {""text"": ""hello world"", ""prefix"": ""hello""}, ""output"": 1}, {""input"": {""text"": ""world hello"", ""prefix"": ""hello""}, ""output"": 0}]","[""text and prefix consist of lowercase English letters"", ""1 \u2264 prefix.length \u2264 100"", ""1 \u2264 text.length \u2264 100""]","[{""input"": {""text"": ""programming"", ""prefix"": ""pro""}, ""expected_output"": 1}, {""input"": {""text"": ""coding"", ""prefix"": ""code""}, ""expected_output"": 1}, {""input"": {""text"": ""algorithm"", ""prefix"": ""algori""}, ""expected_output"": 1}, {""input"": {""text"": ""data structure"", ""prefix"": ""structure""}, ""expected_output"": 0}, {""input"": {""text"": ""openai"", ""prefix"": ""open""}, ""expected_output"": 1}, {""input"": {""text"": ""short"", ""prefix"": ""shorter""}, ""expected_output"": 0}, {""input"": {""text"": ""longerprefix"", ""prefix"": ""long""}, ""expected_output"": 1}]"
416,Prefix and Suffix Search,"Given a list of words and a query word, determine if there exists at least one word in the list that starts with the prefix of the query word and ends with the suffix of the query word.  The query word is split into prefix and suffix at a given index. You need to efficiently check for the existence of such a word in the given list.",Hard,2025-03-16T21:00:55.296926+00:00,2025-03-16T21:00:55.296926+00:00,"[{""input"": {""query"": ""applepie"", ""words"": [""apple"", ""apply"", ""banana"", ""appeal""], ""split_index"": 5}, ""output"": 1}, {""input"": {""query"": ""bananapeel"", ""words"": [""apple"", ""apply"", ""banana"", ""appeal""], ""split_index"": 6}, ""output"": 0}]","[""words[i] and query consist of lowercase English letters."", ""0 \u2264 split_index \u2264 query.length"", ""1 \u2264 query.length \u2264 20"", ""1 \u2264 words[i].length \u2264 10"", ""1 \u2264 words.length \u2264 10^4""]","[{""input"": {""query"": ""applepie"", ""words"": [""apple"", ""apply"", ""banana"", ""appeal""], ""split_index"": 5}, ""expected_output"": 1}, {""input"": {""query"": ""bananapeel"", ""words"": [""apple"", ""apply"", ""banana"", ""appeal""], ""split_index"": 6}, ""expected_output"": 0}, {""input"": {""query"": ""carpet"", ""words"": [""cat"", ""car"", ""can"", ""dog""], ""split_index"": 3}, ""expected_output"": 1}, {""input"": {""query"": ""candies"", ""words"": [""cat"", ""car"", ""can"", ""dog""], ""split_index"": 3}, ""expected_output"": 1}, {""input"": {""query"": ""dogmatic"", ""words"": [""cat"", ""car"", ""can"", ""dog""], ""split_index"": 3}, ""expected_output"": 1}, {""input"": {""query"": ""fishbone"", ""words"": [""cat"", ""car"", ""can"", ""dog""], ""split_index"": 4}, ""expected_output"": 0}]"
418,Prefix Sum Check,"Given an array of integers nums and an integer target, return 1 if there exists a prefix sum of the array that is greater than or equal to the target, otherwise return 0. You should use a Binary Indexed Tree (Fenwick Tree) to calculate prefix sums, although for this easy problem, a simple prefix sum calculation would also suffice.",Easy,2025-03-16T21:01:29.661438+00:00,2025-03-16T21:01:29.661438+00:00,"[{""input"": {""nums"": [1, 2, 3, 4], ""target"": 5}, ""output"": 1}, {""input"": {""nums"": [-1, -2, -3], ""target"": 0}, ""output"": 0}]","[""-10^9 \u2264 target \u2264 10^9"", ""-10^9 \u2264 nums[i] \u2264 10^9"", ""1 \u2264 nums.length \u2264 10^4""]","[{""input"": {""nums"": [1, 2, 3, 4], ""target"": 5}, ""expected_output"": 1}, {""input"": {""nums"": [-1, -2, -3], ""target"": 0}, ""expected_output"": 0}, {""input"": {""nums"": [5, -2, 3], ""target"": 5}, ""expected_output"": 1}, {""input"": {""nums"": [0], ""target"": 0}, ""expected_output"": 1}, {""input"": {""nums"": [-5], ""target"": 0}, ""expected_output"": 0}, {""input"": {""nums"": [1, 1, 1, 1], ""target"": 4}, ""expected_output"": 1}, {""input"": {""nums"": [1, 1, 1, 1], ""target"": 5}, ""expected_output"": 0}]"
424,String Starts and Ends with Pattern,"Given a string, check if it starts with the character 'a' and ends with the character 'b'. Return 1 if it does, and 0 otherwise.",Easy,2025-03-16T21:03:41.377667+00:00,2025-03-16T21:03:41.377667+00:00,"[{""input"": {""string"": ""axb""}, ""output"": 1}, {""input"": {""string"": ""ac""}, ""output"": 0}]","[""string consists of lowercase English letters."", ""1 \u2264 string.length \u2264 100""]","[{""input"": {""string"": ""axb""}, ""expected_output"": 1}, {""input"": {""string"": ""ac""}, ""expected_output"": 0}, {""input"": {""string"": ""cb""}, ""expected_output"": 0}, {""input"": {""string"": ""ab""}, ""expected_output"": 1}, {""input"": {""string"": ""aab""}, ""expected_output"": 1}, {""input"": {""string"": ""abb""}, ""expected_output"": 1}, {""input"": {""string"": ""abc""}, ""expected_output"": 1}, {""input"": {""string"": ""axbc""}, ""expected_output"": 0}, {""input"": {""string"": ""bxba""}, ""expected_output"": 0}, {""input"": {""string"": ""ba""}, ""expected_output"": 0}, {""input"": {""string"": ""a""}, ""expected_output"": 0}, {""input"": {""string"": ""b""}, ""expected_output"": 0}]"
429,Maximum Bipartite Matching,"Given two sets of items, set A and set B, and a list of allowed pairings between items from set A and set B, determine if it's possible to find a matching such that every item in set A is matched with a unique item in set B. Return 1 if possible, 0 otherwise.",Medium,2025-03-16T21:07:42.483026+00:00,2025-03-16T21:07:42.483026+00:00,"[{""input"": {""setA"": [1, 2], ""setB"": [3, 4], ""pairings"": [[1, 3], [2, 4]]}, ""output"": 1}, {""input"": {""setA"": [1, 2, 3], ""setB"": [4, 5], ""pairings"": [[1, 4], [2, 5], [3, 4], [3, 5]]}, ""output"": 0}]","[""Each item in setA and setB is a unique integer."", ""0 <= pairings.length <= 1000"", ""1 <= setB.length <= 100"", ""1 <= setA.length <= 100""]","[{""input"": {""setA"": [1, 2], ""setB"": [3, 4], ""pairings"": [[1, 3], [2, 4]]}, ""expected_output"": 1}, {""input"": {""setA"": [1, 2, 3], ""setB"": [4, 5], ""pairings"": [[1, 4], [2, 5], [3, 4], [3, 5]]}, ""expected_output"": 0}, {""input"": {""setA"": [1], ""setB"": [2], ""pairings"": []}, ""expected_output"": 0}, {""input"": {""setA"": [1, 2], ""setB"": [3, 4], ""pairings"": [[1, 3]]}, ""expected_output"": 0}, {""input"": {""setA"": [1, 2], ""setB"": [3, 4, 5], ""pairings"": [[1, 3], [1, 4], [2, 5]]}, ""expected_output"": 1}]"
434,Recursive Array Search,"Given an array of integers nums and an integer target, return 1 if the target exists in the array using recursion, otherwise return 0.",Easy,2025-03-16T21:09:32.541238+00:00,2025-03-16T21:09:32.541238+00:00,"[{""input"": {""nums"": [1, 2, 3, 4, 5], ""target"": 3}, ""output"": 1}, {""input"": {""nums"": [10, 20, 30, 40, 50], ""target"": 25}, ""output"": 0}]","[""-100 \u2264 target \u2264 100"", ""-100 \u2264 nums[i] \u2264 100"", ""1 \u2264 nums.length \u2264 100""]","[{""input"": {""nums"": [1, 2, 3, 4, 5], ""target"": 3}, ""expected_output"": 1}, {""input"": {""nums"": [10, 20, 30, 40, 50], ""target"": 25}, ""expected_output"": 0}, {""input"": {""nums"": [-1, -2, -3, -4, -5], ""target"": -3}, ""expected_output"": 1}, {""input"": {""nums"": [7, 8, 9, 10], ""target"": 6}, ""expected_output"": 0}, {""input"": {""nums"": [5, 5, 5, 5, 5], ""target"": 5}, ""expected_output"": 1}]"
438,Prefix Check in Word List using Trie,"Given a list of words, determine if there exist two *distinct* words in the list such that one word is a prefix of the other. Return 1 if such a pair exists, otherwise return 0. Implement this using a Trie data structure.",Medium,2025-03-16T21:10:43.003741+00:00,2025-03-16T21:10:43.003741+00:00,"[{""input"": {""words"": [""apple"", ""app"", ""banana""]}, ""output"": 1}, {""input"": {""words"": [""apple"", ""banana"", ""orange""]}, ""output"": 0}]","[""words[i] consists of lowercase English letters"", ""1 \u2264 words[i].length \u2264 50"", ""2 \u2264 words.length \u2264 10^4""]","[{""input"": {""words"": [""apple"", ""app"", ""banana""]}, ""expected_output"": 1}, {""input"": {""words"": [""apple"", ""banana"", ""orange""]}, ""expected_output"": 0}, {""input"": {""words"": [""a"", ""ab"", ""abc""]}, ""expected_output"": 1}, {""input"": {""words"": [""abc"", ""ab"", ""a""]}, ""expected_output"": 1}, {""input"": {""words"": [""car"", ""card"", ""cards""]}, ""expected_output"": 1}, {""input"": {""words"": [""superman"", ""super""]}, ""expected_output"": 1}, {""input"": {""words"": [""dog"", ""racecar""]}, ""expected_output"": 0}]"
441,Range Sum Query Check,"Given an array of integers `nums` and a query range `[l, r]` (inclusive, 0-indexed), and a target sum `target`, determine if the sum of elements in `nums` within the range `[l, r]` is equal to `target`. You should use a Segment Tree to efficiently calculate the range sum. Return 1 if the range sum equals the target, and 0 otherwise.",Easy,2025-03-16T21:12:57.963674+00:00,2025-03-16T21:12:57.963674+00:00,"[{""input"": {""l"": 1, ""r"": 3, ""nums"": [1, 3, 5, 7, 9], ""target"": 15}, ""output"": 1}, {""input"": {""l"": 0, ""r"": 1, ""nums"": [1, 3, 5, 7, 9], ""target"": 5}, ""output"": 0}]","[""-10^9 \u2264 target \u2264 10^9"", ""0 \u2264 l \u2264 r < nums.length"", ""-10^9 \u2264 nums[i] \u2264 10^9"", ""1 \u2264 nums.length \u2264 10^5""]","[{""input"": {""l"": 1, ""r"": 3, ""nums"": [1, 3, 5, 7, 9], ""target"": 15}, ""expected_output"": 1}, {""input"": {""l"": 0, ""r"": 1, ""nums"": [1, 3, 5, 7, 9], ""target"": 5}, ""expected_output"": 0}, {""input"": {""l"": 2, ""r"": 4, ""nums"": [10, 20, 30, 40, 50], ""target"": 120}, ""expected_output"": 1}, {""input"": {""l"": 0, ""r"": 0, ""nums"": [10, 20, 30, 40, 50], ""target"": 10}, ""expected_output"": 1}, {""input"": {""l"": 0, ""r"": 4, ""nums"": [1, 2, 3, 4, 5], ""target"": 16}, ""expected_output"": 0}]"
442,String Contains Only Digits,"Given a string, return 1 if the string contains only digits (0-9), otherwise return 0.",Easy,2025-03-16T21:13:11.304847+00:00,2025-03-16T21:13:11.304847+00:00,"[{""input"": {""text"": ""12345""}, ""output"": 1}, {""input"": {""text"": ""abc12""}, ""output"": 0}]","[""0 \u2264 text.length \u2264 100""]","[{""input"": {""text"": ""123""}, ""expected_output"": 1}, {""input"": {""text"": ""4567890""}, ""expected_output"": 1}, {""input"": {""text"": ""xyz""}, ""expected_output"": 0}, {""input"": {""text"": "" ""}, ""expected_output"": 0}, {""input"": {""text"": ""a1b2c3d4""}, ""expected_output"": 0}]"
445,Value in Linked List,"Given the head of a singly linked list and an integer target, return 1 if the target exists in the linked list, otherwise return 0.",Easy,2025-03-16T21:14:03.522300+00:00,2025-03-16T21:14:03.522300+00:00,"[{""input"": {""head"": [1, 2, 3, 4, 5], ""target"": 3}, ""output"": 1}, {""input"": {""head"": [1, 2, 3, 4, 5], ""target"": 6}, ""output"": 0}]","[""-100 <= target <= 100"", ""-100 <= Node.val <= 100"", ""1 <= length of linked list <= 100""]","[{""input"": {""head"": [1, 2, 3, 4, 5], ""target"": 3}, ""expected_output"": 1}, {""input"": {""head"": [1, 2, 3, 4, 5], ""target"": 6}, ""expected_output"": 0}, {""input"": {""head"": [1], ""target"": 1}, ""expected_output"": 1}, {""input"": {""head"": [1], ""target"": 2}, ""expected_output"": 0}, {""input"": {""head"": [], ""target"": 1}, ""expected_output"": 0}]"
456,Deep Copy Linked List with Random Pointers,"Given a linked list where each node contains an additional random pointer which could point to any node in the list or null, create a deep copy of the list. Return 1 if the deep copy is correctly created (meaning the structure, values, and random pointers are identical to the original list), and 0 otherwise.",Hard,2025-03-16T21:20:54.538384+00:00,2025-03-16T21:20:54.538384+00:00,"[{""input"": {""head"": [{""val"": 1, ""random_index"": 2}, {""val"": 2, ""random_index"": -1}, {""val"": 3, ""random_index"": -1}]}, ""output"": 1}, {""input"": {""head"": [{""val"": 7, ""random_index"": -1}, {""val"": 13, ""random_index"": 0}, {""val"": 11, ""random_index"": 3}, {""val"": 10, ""random_index"": 0}, {""val"": 1, ""random_index"": 4}]}, ""output"": 1}]","[""random_index is either -1 or a valid index within the bounds of the list."", ""-1000 <= Node.val <= 1000"", ""0 <= list length <= 1000""]","[{""input"": {""head"": [{""val"": 1, ""random_index"": 2}, {""val"": 2, ""random_index"": -1}, {""val"": 3, ""random_index"": -1}]}, ""expected_output"": 1}, {""input"": {""head"": [{""val"": 7, ""random_index"": -1}, {""val"": 13, ""random_index"": 0}, {""val"": 11, ""random_index"": 3}, {""val"": 10, ""random_index"": 0}, {""val"": 1, ""random_index"": 4}]}, ""expected_output"": 1}, {""input"": {""head"": []}, ""expected_output"": 1}, {""input"": {""head"": [{""val"": 5, ""random_index"": -1}]}, ""expected_output"": 1}, {""input"": {""head"": [{""val"": 5, ""random_index"": 0}]}, ""expected_output"": 1}]"
460,Substring with At Least K Vowels,"Given a string 's' and an integer 'k', determine if there exists a substring of length 'k' that contains at least 3 vowels ('a', 'e', 'i', 'o', 'u'). Return 1 if such a substring exists, and 0 otherwise.",Medium,2025-03-16T21:22:55.564294+00:00,2025-03-16T21:22:55.564294+00:00,"[{""input"": {""k"": 5, ""s"": ""abceiouxyz""}, ""output"": 1}, {""input"": {""k"": 3, ""s"": ""bcdfghjkl""}, ""output"": 0}]","[""s consists of lowercase English letters."", ""1 \u2264 k \u2264 s.length"", ""1 \u2264 s.length \u2264 10^5""]","[{""input"": {""k"": 4, ""s"": ""aeioubc""}, ""expected_output"": 1}, {""input"": {""k"": 3, ""s"": ""abcdefg""}, ""expected_output"": 0}, {""input"": {""k"": 5, ""s"": ""baeiouxyz""}, ""expected_output"": 1}, {""input"": {""k"": 4, ""s"": ""xyzxyzxyz""}, ""expected_output"": 0}, {""input"": {""k"": 5, ""s"": ""aeiouaeiou""}, ""expected_output"": 1}]"
463,Anagram Checker with Cleaning,"Given two strings, determine if they are anagrams of each other after cleaning. Cleaning involves removing all non-alphanumeric characters and converting the strings to lowercase. Return 1 if the cleaned strings are anagrams, and 0 otherwise.",Medium,2025-03-16T21:24:49.060766+00:00,2025-03-16T21:24:49.060766+00:00,"[{""input"": {""str1"": ""Listen!"", ""str2"": ""Silent""}, ""output"": 1}, {""input"": {""str1"": ""hello world"", ""str2"": ""World, Hello""}, ""output"": 1}]","[""Strings can contain any ASCII characters."", ""1 \u2264 length of str1, str2 \u2264 10^5""]","[{""input"": {""str1"": ""Listen!"", ""str2"": ""Silent""}, ""expected_output"": 1}, {""input"": {""str1"": ""hello world"", ""str2"": ""World, Hello""}, ""expected_output"": 1}, {""input"": {""str1"": ""abc"", ""str2"": ""abd""}, ""expected_output"": 0}, {""input"": {""str1"": ""A man, a plan, a canal: Panama"", ""str2"": ""Panama canal plan a man""}, ""expected_output"": 1}, {""input"": {""str1"": ""Programming"", ""str2"": ""Gaming""}, ""expected_output"": 0}]"
465,String Starts and Ends With,"Given a string, a prefix, and a suffix, determine if the string starts with the given prefix and ends with the given suffix. Return 1 if it does, and 0 otherwise.",Easy,2025-03-16T21:25:24.603650+00:00,2025-03-16T21:25:24.603650+00:00,"[{""input"": {""prefix"": ""ban"", ""string"": ""banana"", ""suffix"": ""ana""}, ""output"": 1}, {""input"": {""prefix"": ""apple"", ""string"": ""orange"", ""suffix"": ""pie""}, ""output"": 0}]","[""string, prefix, and suffix consist of lowercase English letters"", ""1 \u2264 suffix.length \u2264 10"", ""1 \u2264 prefix.length \u2264 10"", ""1 \u2264 string.length \u2264 100""]","[{""input"": {""prefix"": ""app"", ""string"": ""applepie"", ""suffix"": ""pie""}, ""expected_output"": 1}, {""input"": {""prefix"": ""app"", ""string"": ""banana"", ""suffix"": ""pie""}, ""expected_output"": 0}, {""input"": {""prefix"": ""app"", ""string"": ""application"", ""suffix"": ""tion""}, ""expected_output"": 1}, {""input"": {""prefix"": ""pro"", ""string"": ""programming"", ""suffix"": ""ing""}, ""expected_output"": 1}, {""input"": {""prefix"": ""match"", ""string"": ""nomatch"", ""suffix"": ""no""}, ""expected_output"": 0}]"
472,Valid Email Check,"Given a string, determine if it is a valid simplified email address format. A valid email address in this problem follows these rules:
1. It must contain exactly one '@' symbol.
2. The part before the '@' (username) can contain alphanumeric characters, periods (.), underscores (_), and hyphens (-).
3. The part after the '@' and before the last period (domain) can contain alphanumeric characters and hyphens (-).
4. The part after the last period (extension) must contain only alphabetic characters and be between 2 and 3 characters long.

Return 1 if the input string is a valid email address according to these rules, and 0 otherwise.",Medium,2025-03-16T21:28:25.609354+00:00,2025-03-16T21:28:25.609354+00:00,"[{""input"": {""email"": ""test@example.com""}, ""output"": 1}, {""input"": {""email"": ""invalid-email""}, ""output"": 0}]","[""email consists of printable ASCII characters."", ""1 \u2264 email.length \u2264 100""]","[{""input"": {""email"": ""test@example.com""}, ""expected_output"": 1}, {""input"": {""email"": ""user.name@sub.domain.com""}, ""expected_output"": 0}, {""input"": {""email"": ""user_name-123@example-domain.net""}, ""expected_output"": 1}, {""input"": {""email"": ""very.common@example.museum""}, ""expected_output"": 1}, {""input"": {""email"": ""firstname+lastname@example.com""}, ""expected_output"": 0}]"
485,Sort by Reversal,"Given an array of distinct integers, determine if it can be sorted in ascending order by reversing exactly one subarray. Return 1 if it is possible, and 0 otherwise.",Medium,2025-03-18T11:34:01.912747+00:00,2025-03-18T11:34:01.912747+00:00,"[{""input"": {""nums"": [1, 2, 4, 3]}, ""output"": 1}, {""input"": {""nums"": [1, 5, 3, 4, 2]}, ""output"": 1}]","[""All elements in nums are distinct."", ""1 <= nums[i] <= 1000"", ""1 <= nums.length <= 100""]","[{""input"": {""nums"": [1, 2, 4, 3]}, ""expected_output"": 1}, {""input"": {""nums"": [1, 5, 3, 4, 2]}, ""expected_output"": 1}, {""input"": {""nums"": [1, 2, 3, 4, 5]}, ""expected_output"": 1}, {""input"": {""nums"": [3, 2, 1]}, ""expected_output"": 0}, {""input"": {""nums"": [1, 2, 5, 3, 4, 6]}, ""expected_output"": 1}, {""input"": {""nums"": [4, 3, 2, 1]}, ""expected_output"": 0}, {""input"": {""nums"": [1, 4, 3, 2, 5]}, ""expected_output"": 1}]"
489,Range Update Point Query,"You are given an array of size 'n' initialized with zeros. You are also given a series of update operations. Each update operation consists of a range [L, R] (inclusive) and you need to increment all the elements in this range by 1. After performing all the update operations, you are asked to determine if the value at a given index 'idx' is greater than 0. Return 1 if it is greater than 0, otherwise return 0.",Medium,2025-03-18T11:36:45.233607+00:00,2025-03-18T11:36:45.233607+00:00,"[{""input"": {""n"": 5, ""idx"": 1, ""updates"": [[0, 2], [1, 3]]}, ""output"": 1}, {""input"": {""n"": 5, ""idx"": 0, ""updates"": [[2, 4]]}, ""output"": 0}]","[""0 \u2264 idx < n"", ""0 \u2264 L \u2264 R < n for each update [L, R]"", ""1 \u2264 number of updates \u2264 10^4"", ""1 \u2264 n \u2264 10^5""]","[{""input"": {""n"": 5, ""idx"": 1, ""updates"": [[0, 2], [1, 3]]}, ""expected_output"": 1}, {""input"": {""n"": 5, ""idx"": 0, ""updates"": [[2, 4]]}, ""expected_output"": 0}, {""input"": {""n"": 3, ""idx"": 2, ""updates"": [[0, 2], [0, 2], [0, 2]]}, ""expected_output"": 1}, {""input"": {""n"": 4, ""idx"": 3, ""updates"": [[0, 0], [1, 1], [2, 2], [3, 3]]}, ""expected_output"": 1}, {""input"": {""n"": 6, ""idx"": 0, ""updates"": []}, ""expected_output"": 0}]"
497,Check Subarray Elements,"Given two arrays of integers, arr1 and arr2, determine if all elements of arr1 are present in arr2 with at least the same frequency. Return 1 if true, otherwise return 0.",Medium,2025-03-18T11:39:53.178659+00:00,2025-03-18T11:39:53.178659+00:00,"[{""input"": {""arr1"": [1, 2, 2], ""arr2"": [1, 2, 2, 3]}, ""output"": 1}, {""input"": {""arr1"": [1, 2, 3], ""arr2"": [1, 2]}, ""output"": 0}]","[""-10^9 \u2264 arr1[i], arr2[i] \u2264 10^9"", ""1 \u2264 arr1.length, arr2.length \u2264 10^5""]","[{""input"": {""arr1"": [1, 2, 2], ""arr2"": [1, 2, 2, 3]}, ""expected_output"": 1}, {""input"": {""arr1"": [1, 2, 3], ""arr2"": [1, 2]}, ""expected_output"": 0}, {""input"": {""arr1"": [1, 1, 2], ""arr2"": [1, 2]}, ""expected_output"": 0}, {""input"": {""arr1"": [4, 5, 6], ""arr2"": [1, 2, 3, 4, 5, 6]}, ""expected_output"": 1}, {""input"": {""arr1"": [7, 7, 7, 7], ""arr2"": [7, 7, 7]}, ""expected_output"": 0}]"
502,Common Element in Sorted Arrays,"Given two sorted arrays of integers, nums1 and nums2, return 1 if there is at least one common element between the two arrays. Otherwise, return 0.",Easy,2025-03-18T11:44:05.089848+00:00,2025-03-18T11:44:05.089848+00:00,"[{""input"": {""nums1"": [1, 2, 3, 4, 5], ""nums2"": [3, 6, 7, 8, 9]}, ""output"": 1}, {""input"": {""nums1"": [1, 2, 3], ""nums2"": [4, 5, 6]}, ""output"": 0}]","[""nums1 and nums2 are sorted in ascending order."", ""-10^9 <= nums1[i], nums2[i] <= 10^9"", ""1 <= nums1.length, nums2.length <= 10^4""]","[{""input"": {""nums1"": [1, 2, 3, 4, 5], ""nums2"": [3, 6, 7, 8, 9]}, ""expected_output"": 1}, {""input"": {""nums1"": [1, 2, 3], ""nums2"": [4, 5, 6]}, ""expected_output"": 0}, {""input"": {""nums1"": [2, 2, 3], ""nums2"": [2, 5, 6]}, ""expected_output"": 1}, {""input"": {""nums1"": [], ""nums2"": [1, 2, 3]}, ""expected_output"": 0}, {""input"": {""nums1"": [1, 2, 3], ""nums2"": []}, ""expected_output"": 0}]"
503,String Contains Substring,"Given two strings, `text` and `substring`, determine if `substring` is present within `text`. Return 1 if it is present, and 0 otherwise.",Easy,2025-03-18T11:44:53.208411+00:00,2025-03-18T11:44:53.208411+00:00,"[{""input"": {""text"": ""hello world"", ""substring"": ""world""}, ""output"": 1}, {""input"": {""text"": ""programming"", ""substring"": ""gram""}, ""output"": 1}]","[""Both `text` and `substring` consist of lowercase English letters."", ""1 \u2264 substring.length \u2264 10^5"", ""1 \u2264 text.length \u2264 10^5""]","[{""input"": {""text"": ""hello world"", ""substring"": ""world""}, ""expected_output"": 1}, {""input"": {""text"": ""abcdefg"", ""substring"": ""xyz""}, ""expected_output"": 0}, {""input"": {""text"": ""programming"", ""substring"": ""gram""}, ""expected_output"": 1}, {""input"": {""text"": ""mississippi"", ""substring"": ""sip""}, ""expected_output"": 1}, {""input"": {""text"": ""banana"", ""substring"": ""ana""}, ""expected_output"": 1}, {""input"": {""text"": ""apple"", ""substring"": ""ple""}, ""expected_output"": 1}, {""input"": {""text"": ""orange"", ""substring"": ""grape""}, ""expected_output"": 0}]"
504,Range Existence Query,"Given an array of integers and a query consisting of a number and a range (start and end indices, inclusive), determine if the number exists within the specified range in the array. Return 1 if the number exists at least once in the range, otherwise return 0.",Easy,2025-03-18T11:45:12.272988+00:00,2025-03-18T11:45:12.272988+00:00,"[{""input"": {""nums"": [1, 3, 5, 2, 7], ""range"": [1, 3], ""number"": 5}, ""output"": 1}, {""input"": {""nums"": [1, 3, 5, 2, 7], ""range"": [0, 2], ""number"": 4}, ""output"": 0}]","[""0 \u2264 range[0] \u2264 range[1] < nums.length"", ""-10^9 \u2264 number \u2264 10^9"", ""-10^9 \u2264 nums[i] \u2264 10^9"", ""1 \u2264 nums.length \u2264 10^4""]","[{""input"": {""nums"": [1, 3, 5, 2, 7], ""range"": [1, 3], ""number"": 5}, ""expected_output"": 1}, {""input"": {""nums"": [1, 3, 5, 2, 7], ""range"": [0, 2], ""number"": 4}, ""expected_output"": 0}, {""input"": {""nums"": [2, 2, 2], ""range"": [0, 2], ""number"": 2}, ""expected_output"": 1}, {""input"": {""nums"": [1, 2, 3, 4, 5], ""range"": [0, 4], ""number"": 6}, ""expected_output"": 0}, {""input"": {""nums"": [5, 4, 3, 2, 1], ""range"": [0, 0], ""number"": 5}, ""expected_output"": 1}]"
505,Maze Path,"Given a 2D grid representing a maze, where 0 represents a wall and 1 represents a path, determine if there is a path from the top-left corner (0, 0) to the bottom-right corner (R-1, C-1). Return 1 if a path exists, otherwise return 0.",Medium,2025-03-18T11:45:33.754906+00:00,2025-03-18T11:45:33.754906+00:00,"[{""input"": {""maze"": [[1, 0, 0, 0], [1, 1, 0, 1], [0, 1, 0, 0], [1, 1, 1, 1]]}, ""output"": 1}, {""input"": {""maze"": [[1, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 1]]}, ""output"": 0}]","[""maze[i][j] is either 0 or 1"", ""1 <= R, C <= 100"", ""C == maze[0].length"", ""R == maze.length""]","[{""input"": {""maze"": [[1, 0, 0, 0], [1, 1, 0, 1], [0, 1, 0, 0], [1, 1, 1, 1]]}, ""expected_output"": 1}, {""input"": {""maze"": [[1, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 1]]}, ""expected_output"": 0}, {""input"": {""maze"": [[1, 1, 1], [1, 0, 1], [1, 1, 1]]}, ""expected_output"": 1}, {""input"": {""maze"": [[1, 0, 1], [1, 0, 1], [1, 1, 1]]}, ""expected_output"": 1}, {""input"": {""maze"": [[0, 1], [1, 1]]}, ""expected_output"": 0}]"
